Acquired on 12/16/2025 at 17:12:12
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.704315
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  1.704315
Channel Width: 25.000 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (dB)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1.60736551E+003	1.86511690E+005	-4.86003147E+001	3.16474975E+003	1.95657388E+004	1.57629105E+001	2.31959553E+002	1.13681488E+003	-2.53085603E+005	2.90764132E-003	3.73978969E-003	1.76766045E-003	1.42851553E-003	4.81357657E-001	8.14475931E-001	-1.51237070E-001	8.88467247E-001	2.49938701E+000	-8.97160417E+001	1.60749951E+003	-4.57037239E+001	-6.14666343E+001	1.34170359E+006	2.53625811E+001	2.06494776E+001
   1.60736689E+003	1.86511531E+005	-5.03883307E+001	3.19167933E+003	2.26105626E+005	5.41192978E+000	1.06266706E+003	1.13740736E+003	-2.53396941E+005	2.85292534E-003	1.35222112E-003	2.46119989E-003	1.50469383E-003	6.23246456E-001	-2.18922960E-001	2.52417890E-001	2.49238034E+000	2.50091569E+000	-8.65359822E+001	1.60762351E+003	-4.84758809E+001	-5.38878107E+001	1.09673553E+006	2.53542277E+001	2.06560938E+001
   1.60736826E+003	1.86511371E+005	-5.23445486E+001	3.50288347E+003	-5.50028980E+005	1.19081165E+001	2.41008514E+003	1.13768757E+003	-2.53708782E+005	1.64575918E-003	1.32995999E-003	1.26569414E-003	2.36164955E-003	1.02956693E+000	-2.91698337E+000	-1.28840670E+000	1.72372498E+000	2.50244436E+000	-8.85118580E+001	1.60812063E+003	-4.96054803E+001	-6.15135969E+001	3.10664112E+006	2.53473326E+001	2.06624422E+001
   1.60736964E+003	1.86511211E+005	-5.62789564E+001	2.74584087E+003	2.48312842E+006	9.30739749E+000	3.04870008E+003	1.13872744E+003	-2.54020055E+005	1.00613717E-003	1.19386464E-003	1.39694765E-003	5.67576438E-004	-5.87002064E-001	1.93559596E+000	-2.27580878E+000	-7.57600372E-001	2.50397304E+000	-9.16737145E+001	1.60802533E+003	-5.37503148E+001	-6.30577123E+001	3.47443527E+006	2.53407939E+001	2.06690183E+001
   1.60737101E+003	1.86511051E+005	-6.02134071E+001	6.16354664E+003	-2.16940601E+006	1.54605772E+001	2.59947086E+003	1.13633775E+003	-2.54334948E+005	1.82181592E-004	6.27995880E-004	7.64448181E-004	9.44535856E-004	1.10092468E+000	-2.94227684E+000	3.04038830E+000	-8.24125593E-001	2.50550172E+000	-8.82788854E+001	1.60763828E+003	-5.73249002E+001	-7.27854774E+001	3.22010110E+006	2.53348053E+001	2.06755197E+001
   1.60737239E+003	1.86510892E+005	-5.23384877E+001	3.17763417E+003	-6.48925942E+005	1.51940721E+001	1.56988320E+003	1.13694433E+003	-2.54647037E+005	2.43249502E-003	1.67001073E-003	1.65102501E-003	4.91034355E-004	-1.63283798E+000	-1.66015108E+000	1.27219289E+000	5.70981146E-001	2.50703040E+000	-8.81409806E+001	1.60698280E+003	-4.94575750E+001	-6.46516471E+001	2.29445809E+006	2.53291795E+001	2.06816241E+001
   1.60737377E+003	1.86510732E+005	-5.09996160E+001	2.28446831E+003	9.59390308E+005	1.44016638E+001	2.72838667E+003	1.13844718E+003	-2.54958421E+005	3.58742187E-003	1.14275048E-003	8.09646478E-004	1.02808929E-003	-7.49352937E-001	-1.08086356E+000	-2.73689587E+000	-2.54988276E+000	2.50855907E+000	-8.88121653E+001	1.60773596E+003	-4.81441455E+001	-6.25458093E+001	4.58230192E+006	2.53238707E+001	2.06874490E+001
   1.60737514E+003	1.86510572E+005	-5.06681849E+001	3.60495202E+003	2.13219152E+005	6.95942376E+000	1.77213633E+003	1.13862496E+003	-2.55271321E+005	2.27422162E-003	5.40219410E-004	2.61722335E-003	2.19866847E-003	-1.50647108E+000	-2.53339961E+000	2.43575661E+000	-1.60755237E+000	2.51008775E+000	-8.81542454E+001	1.60829540E+003	-4.84547582E+001	-5.54141819E+001	3.02516289E+006	2.53190564E+001	2.06931381E+001
   1.60737652E+003	1.86510413E+005	-5.42261099E+001	3.89842267E+003	-6.97563883E+005	1.10587883E+001	2.03087412E+003	1.13850825E+003	-2.55584707E+005	1.99521038E-003	1.49736258E-003	3.12852708E-004	1.11237353E-003	-1.76186758E+000	1.53993267E+000	2.68767446E+000	-1.19187192E+000	2.51161643E+000	-8.67528886E+001	1.60825302E+003	-5.15434671E+001	-6.26022554E+001	2.58156650E+006	2.53135224E+001	2.07003749E+001
   1.60737790E+003	1.86510253E+005	-5.22765182E+001	2.93830780E+003	2.38085911E+006	1.71761611E+001	2.66878163E+003	1.13935499E+003	-2.55897320E+005	5.64288829E-004	1.70081501E-003	1.56930866E-003	2.48330397E-003	-2.54039982E+000	5.16084909E-001	-7.05501989E-002	-2.77992893E+000	2.51314510E+000	-8.72481153E+001	1.60795766E+003	-4.93486397E+001	-6.65248008E+001	2.71361994E+006	2.53083939E+001	2.07085992E+001
   1.60737927E+003	1.86510093E+005	-4.98733271E+001	6.21528674E+003	-2.35735558E+006	4.66975330E+000	1.67396569E+003	1.13691338E+003	-2.56213413E+005	2.00978167E-003	2.34759076E-003	1.51003171E-003	2.95995619E-003	-1.03262827E+000	-6.09704144E-001	1.04671798E+000	-2.36392445E+000	2.51467378E+000	-8.64922445E+001	1.60826488E+003	-4.81380024E+001	-5.28077557E+001	2.85136124E+006	2.53034574E+001	2.07171967E+001
   1.60738065E+003	1.86509934E+005	-5.31825706E+001	2.97065215E+003	-5.95608043E+004	3.63895933E+001	2.23524081E+001	1.13772766E+003	-2.56526442E+005	1.91503401E-003	1.72073591E-003	1.25141855E-003	1.19027761E-003	-2.92884162E+000	1.50902052E-001	-2.75164595E+000	2.95201990E-001	2.51620246E+000	-9.18414178E+001	1.60799912E+003	-5.01732678E+001	-8.65628611E+001	1.64646460E+006	2.52978245E+001	2.07256139E+001
   1.60738203E+003	1.86509774E+005	-5.51606317E+001	2.88867327E+003	2.40084828E+005	3.50304603E+001	2.04946262E+003	1.13862421E+003	-2.56839579E+005	2.30277866E-003	7.55196219E-004	4.31637435E-004	1.88365638E-004	-1.57802285E+000	-1.25476367E+000	-1.82063339E+000	-1.51384010E+000	2.51773114E+000	-8.62198340E+001	1.60829266E+003	-5.21516953E+001	-8.71821555E+001	3.80448574E+006	2.52927552E+001	2.07339476E+001
   1.60738340E+003	1.86509614E+005	-4.73665590E+001	3.21912414E+003	1.16781468E+006	2.45003986E+001	2.84036335E+003	1.13918915E+003	-2.57153240E+005	4.24243967E-003	4.25274010E-003	6.04317730E-004	4.75439560E-004	-2.39155859E+000	-2.10499097E+000	2.96793384E+000	-2.06738073E+000	2.51925981E+000	-8.57599902E+001	1.60814757E+003	-4.43716397E+001	-6.88720384E+001	3.62328995E+006	2.52871915E+001	2.07412068E+001
   1.60738478E+003	1.86509454E+005	-4.97929223E+001	4.82649784E+003	-5.01253830E+005	7.90585160E+000	6.65758312E+002	1.13814115E+003	-2.57468704E+005	2.54253061E-003	1.14722050E-003	2.54793568E-003	2.58924237E-003	-2.78719454E+000	-1.66339015E+000	2.79682359E+000	-7.68337978E-001	2.52078849E+000	-8.37003877E+001	1.60790237E+003	-4.74345439E+001	-5.53403955E+001	2.44036877E+006	2.52814146E+001	2.07472643E+001
   1.60738615E+003	1.86509295E+005	-5.07316288E+001	4.13657364E+003	-1.06851446E+006	1.23397330E+001	1.43646368E+003	1.13778547E+003	-2.57783668E+005	1.20925537E-003	7.37118326E-004	2.71779489E-003	2.73992458E-003	-1.28006996E+000	2.56808515E+000	2.68180476E+000	-1.31539663E+000	2.52231717E+000	-8.31592127E+001	1.60799262E+003	-4.79676142E+001	-6.03073472E+001	2.40738459E+006	2.52780564E+001	2.07533335E+001
   1.60738753E+003	1.86509135E+005	-4.99207705E+001	2.66587118E+003	8.57873378E+005	1.58632104E+001	1.90236940E+003	1.13890559E+003	-2.58097347E+005	5.25303011E-004	1.50169522E-003	1.83352526E-003	3.80465071E-003	-7.59561143E-001	2.38613574E-002	6.45472416E-001	2.87600424E+000	2.52384584E+000	-8.90832196E+001	1.60965812E+003	-4.70216167E+001	-6.28848271E+001	1.44898848E+006	2.52744952E+001	2.07603905E+001
   1.60738891E+003	1.86508975E+005	-5.75509336E+001	3.84664944E+003	-1.22439796E+005	1.55733399E+001	2.57408108E+003	1.13884083E+003	-2.58412402E+005	6.00118171E-004	7.99330882E-004	1.14001226E-003	1.10290156E-003	3.03021368E+000	-1.73462225E+000	9.25960238E-001	1.77266538E+000	2.52537452E+000	-8.92109782E+001	1.60823004E+003	-5.46593475E+001	-7.02326873E+001	2.63191225E+006	2.52707282E+001	2.07655004E+001
   1.60739028E+003	1.86508816E+005	-5.15784368E+001	3.67812283E+003	7.43819590E+005	9.08630577E+000	2.00005522E+003	1.13894519E+003	-2.58727479E+005	3.50362019E-003	2.66613295E-004	2.56990820E-004	1.22188757E-003	2.20066002E+000	9.77765990E-001	-7.96888633E-001	9.38053474E-001	2.52690320E+000	-8.71235393E+001	1.60803826E+003	-4.90735406E+001	-5.81598464E+001	2.48070152E+006	2.52659923E+001	2.07720579E+001
   1.60739166E+003	1.86508656E+005	-4.75762380E+001	4.70192079E+003	-5.25785690E+005	1.84167098E+001	2.34501470E+003	1.13802219E+003	-2.59043775E+005	1.61876046E-003	2.14461337E-003	3.94095958E-003	3.49224674E-003	2.23290573E+000	-2.04272699E+000	2.67025821E+000	-1.16158993E+000	2.52843187E+000	-8.74206481E+001	1.60801323E+003	-4.46280257E+001	-6.30447355E+001	2.85045236E+006	2.52614853E+001	2.07788417E+001
   1.60739304E+003	1.86508496E+005	-4.87157213E+001	3.97822482E+003	-4.40255068E+005	8.43576128E+000	1.89686898E+003	1.13782541E+003	-2.59359536E+005	3.33342128E-003	2.80260580E-003	1.09922983E-003	2.58982000E-003	1.43654754E+000	1.81275351E+000	-5.03989020E-001	1.35315454E+000	2.52996055E+000	-8.62851909E+001	1.60771190E+003	-4.62872461E+001	-5.47230074E+001	1.06397139E+006	2.52573351E+001	2.07849344E+001
   1.60739441E+003	1.86508336E+005	-4.56368527E+001	3.37225290E+003	-4.76670057E+005	4.22409255E+000	3.50146917E+002	1.13823669E+003	-2.59674880E+005	5.44930297E-003	2.89993150E-003	1.42910905E-003	3.80424305E-003	1.73547033E+000	2.00448119E+000	-1.54830405E+000	1.31794196E+000	2.53148923E+000	-8.74775134E+001	1.60757814E+003	-4.40193163E+001	-4.82434089E+001	1.55009917E+006	2.52526643E+001	2.07933161E+001
   1.60739579E+003	1.86508177E+005	-4.93031486E+001	2.71615787E+003	4.24238124E+005	1.82529252E+001	2.05463973E+003	1.13930635E+003	-2.59989756E+005	3.91452046E-003	7.33953606E-004	2.66933223E-003	7.02444654E-004	3.05863462E+000	-2.81475014E+000	-2.29407504E+000	-6.34184981E-001	2.53301791E+000	-8.89539058E+001	1.60782168E+003	-4.63573049E+001	-6.46102301E+001	2.92145154E+006	2.52483255E+001	2.07999916E+001
   1.60739717E+003	1.86508017E+005	-5.09891750E+001	3.30008589E+003	-7.04993311E+005	1.27185984E+001	2.81513904E+003	1.13979006E+003	-2.60305411E+005	2.77492017E-003	2.34735973E-003	9.32473614E-004	1.35883233E-003	-2.26489415E+000	4.84905112E-002	1.33867178E+000	-1.48410123E+000	2.53454658E+000	-8.75179049E+001	1.60811333E+003	-4.82051120E+001	-6.09237104E+001	1.89573033E+006	2.52433722E+001	2.08066790E+001
   1.60739854E+003	1.86507857E+005	-5.32130093E+001	2.32972035E+003	1.86871093E+006	9.72022939E+000	2.21776819E+003	1.14124749E+003	-2.60620282E+005	1.72702559E-003	2.29406074E-003	5.93842694E-004	9.72619503E-004	2.87287842E+000	-9.18678017E-001	4.86074643E-001	6.15642775E-001	2.53607526E+000	-9.10803269E+001	1.60994172E+003	-5.06428279E+001	-6.03630573E+001	3.39740992E+006	2.52384822E+001	2.08136639E+001
   1.60739992E+003	1.86507698E+005	-5.90298382E+001	4.90185225E+003	-1.27363743E+006	1.22822148E+001	2.97371792E+003	1.14012388E+003	-2.60937926E+005	4.89543948E-004	2.10358514E-004	1.36843230E-003	5.86600620E-004	-2.57943077E+000	-2.90397687E+000	2.84723072E+000	-5.05278331E-001	2.53760394E+000	-9.27714198E+001	1.60840312E+003	-5.62690145E+001	-6.85512293E+001	3.50094966E+006	2.52336664E+001	2.08198452E+001
   1.60740130E+003	1.86507538E+005	-5.06331244E+001	3.14878867E+003	3.47305673E+005	1.48086794E+001	3.18034751E+002	1.14075940E+003	-2.61254002E+005	1.20996124E-003	1.71245113E-003	2.63635262E-003	2.43722530E-003	-1.91897490E+000	-1.34704151E-001	8.38573270E-001	-2.92936105E+000	2.53913261E+000	-9.25290472E+001	1.60787743E+003	-4.77640252E+001	-6.25727047E+001	2.65914748E+006	2.52284454E+001	2.08261575E+001
   1.60740267E+003	1.86507378E+005	-5.75274145E+001	3.62682893E+003	-5.94524801E+005	1.24457535E+001	2.66749075E+003	1.14091523E+003	-2.61570749E+005	1.45466630E-003	1.10473114E-003	2.28441383E-004	3.81455961E-004	-1.37531149E+000	1.87850153E+000	-1.65191922E+000	-1.86863064E+000	2.54066129E+000	-8.94637280E+001	1.60791087E+003	-5.47576217E+001	-6.72033752E+001	3.92163989E+006	2.52232948E+001	2.08321850E+001
   1.60740405E+003	1.86507219E+005	-4.92315189E+001	2.80850865E+003	-1.22538456E+006	9.31663981E+000	1.09160965E+003	1.14189222E+003	-2.61886866E+005	3.61415750E-003	1.61238100E-003	1.33256020E-003	2.53649133E-003	-1.38920948E+000	-1.89302893E+000	-6.50954221E-001	-1.62012177E+000	2.54218997E+000	-8.88538163E+001	1.60772222E+003	-4.67019080E+001	-5.60185478E+001	1.98455023E+006	2.52159034E+001	2.08386977E+001
   1.60740542E+003	1.86507059E+005	-5.11267879E+001	1.12185275E+003	1.48041560E+006	1.34909997E+001	9.47488586E+001	1.14456171E+003	-2.62201482E+005	2.62739385E-003	2.25395434E-003	6.73860136E-004	1.72970545E-003	-1.44127633E+000	9.29572487E-001	1.77118913E+000	-1.84340797E+000	2.54371865E+000	-9.07110700E+001	1.60772017E+003	-4.83066576E+001	-6.17976573E+001	9.94125630E+005	2.52073822E+001	2.08461091E+001
   1.60740680E+003	1.86506899E+005	-4.97038851E+001	3.15954448E+003	1.65514835E+005	6.61814285E+000	1.78386947E+003	1.14518645E+003	-2.62518334E+005	2.00615928E-003	1.62865386E-003	1.57136094E-003	3.50212218E-003	6.69346914E-001	1.27328623E+000	-3.26076964E-001	2.17205761E+000	2.54524732E+000	-9.15549553E+001	1.60762022E+003	-4.75495735E+001	-5.41677164E+001	3.09553233E+006	2.51985676E+001	2.08524144E+001
   1.60740818E+003	1.86506739E+005	-5.50503121E+001	3.38736482E+003	-2.08132521E+006	2.65765620E+001	1.16031277E+003	1.14558257E+003	-2.62835606E+005	1.68411221E-003	8.81401258E-004	1.45599104E-003	7.20206562E-004	-1.96991258E-002	1.94574661E+000	-7.30421061E-001	1.46312411E+000	2.54677600E+000	-9.14494564E+001	1.60714286E+003	-5.20495544E+001	-7.86261164E+001	1.11965364E+006	2.51872607E+001	2.08594891E+001
   1.60740955E+003	1.86506580E+005	-5.21252015E+001	5.22551936E+002	1.90063883E+006	1.14548871E+001	2.01569170E+003	1.14885345E+003	-2.63150194E+005	1.35650872E-003	3.09495460E-003	7.85791835E-004	4.73516878E-004	-1.26882222E+000	1.63324202E+000	-1.58425980E+000	-2.05923144E+000	2.54830468E+000	-8.91174452E+001	1.60761572E+003	-4.94149603E+001	-6.08698474E+001	9.35490076E+005	2.51752741E+001	2.08666065E+001
   1.60741093E+003	1.86506420E+005	-4.99727302E+001	3.13866589E+003	2.24386545E+005	3.82298247E+000	2.81337370E+003	1.14949913E+003	-2.63467598E+005	2.05298747E-003	2.07026671E-003	2.88842132E-003	1.81169474E-003	-2.38075408E+000	-2.84943625E+000	3.11049925E+000	-1.18874814E+000	2.54983335E+000	-8.65201260E+001	1.60755488E+003	-4.84689791E+001	-5.22919616E+001	9.80485320E+005	2.51638023E+001	2.08722426E+001
   1.60741231E+003	1.86506260E+005	-5.15789561E+001	3.44752087E+003	2.48977028E+005	3.36881487E+000	1.58051038E+003	1.14983489E+003	-2.63785504E+005	2.29019934E-003	1.27614160E-003	1.09151737E-003	2.41637482E-003	-1.63135439E+000	-1.99717777E+000	2.75706375E+000	-1.68450315E+000	2.55136203E+000	-8.90264469E+001	1.60702047E+003	-5.02133215E+001	-5.35821363E+001	2.94139072E+006	2.51526583E+001	2.08765116E+001
   1.60741368E+003	1.86506101E+005	-5.52465281E+001	3.79022381E+003	-1.39094707E+006	2.03056504E+001	2.30367714E+003	1.14982676E+003	-2.64103945E+005	2.07196330E-003	1.12218212E-003	5.19611931E-004	3.91432211E-004	2.72667564E+000	-1.04168260E+000	2.59910173E+000	-3.87293193E-001	2.55289071E+000	-8.88537905E+001	1.60814167E+003	-5.22765187E+001	-7.25821691E+001	4.11583345E+006	2.51408051E+001	2.08810099E+001
   1.60741506E+003	1.86505941E+005	-5.00784176E+001	1.87565979E+003	2.51213239E+005	2.01347752E+001	2.98659985E+003	1.15173983E+003	-2.64420656E+005	2.45885193E-003	2.81503667E-003	1.86804780E-003	1.47720262E-003	3.12897781E+000	3.05481904E+000	2.77717692E+000	2.47100481E+000	2.55441938E+000	-8.88088761E+001	1.60881704E+003	-4.71100172E+001	-6.72447924E+001	4.87966368E+006	2.51284382E+001	2.08860247E+001
   1.60741644E+003	1.86505781E+005	-5.01374066E+001	2.22144193E+003	1.55768343E+006	1.52118274E+001	2.22115641E+003	1.15330592E+003	-2.64737905E+005	2.79420676E-003	2.90422911E-003	8.18831562E-004	1.56987308E-003	-9.93716649E-001	-1.22153377E+000	-5.39106288E-001	-1.58645616E+000	2.55594806E+000	-8.92891589E+001	1.60753374E+003	-4.72559738E+001	-6.24678013E+001	2.51803556E+006	2.51166921E+001	2.08910949E+001
   1.60741781E+003	1.86505621E+005	-5.28286753E+001	4.36551696E+003	2.69670788E+005	1.07690762E+001	1.88446313E+003	1.15272050E+003	-2.65057497E+005	1.00480866E-003	1.14242235E-003	8.26898365E-005	2.84701025E-003	-2.05521330E+000	-6.22552918E-001	-1.87393984E+000	-1.06652249E+000	2.55747674E+000	-8.75219180E+001	1.60726104E+003	-5.01677496E+001	-6.09368258E+001	2.69867346E+006	2.51043756E+001	2.08975302E+001
   1.60741919E+003	1.86505462E+005	-5.20907558E+001	4.73670624E+003	-1.13116710E+006	1.04072336E+001	2.66433829E+003	1.15176260E+003	-2.65377653E+005	4.53684165E-004	1.93684515E-003	1.68936211E-003	2.35521431E-003	1.98097530E+000	-1.98337929E-001	-1.19533142E-001	2.43735496E+000	2.55900542E+000	-8.58719903E+001	1.60774334E+003	-4.94588996E+001	-5.98661331E+001	3.08764695E+006	2.50919896E+001	2.09042189E+001
   1.60742057E+003	1.86505302E+005	-4.96514380E+001	3.17970473E+003	8.06020248E+005	1.27809327E+001	2.75928572E+003	1.15236710E+003	-2.65696438E+005	4.08844209E-003	1.07805912E-003	1.65674660E-003	1.02419813E-003	1.60367165E+000	2.66517169E+000	2.54051070E+000	1.92305634E+000	2.56053409E+000	-8.52518834E+001	1.60799902E+003	-4.68642324E+001	-5.96451651E+001	2.68031042E+006	2.50794049E+001	2.09109639E+001
   1.60742194E+003	1.86505142E+005	-5.13287072E+001	4.28915787E+003	-8.10253643E+005	6.33779858E+000	6.39178779E+002	1.15185830E+003	-2.66016527E+005	2.81659957E-003	1.00388545E-003	7.12292585E-004	2.29785676E-003	1.21210520E+000	2.56040638E+000	4.65951768E-001	1.91678384E+000	2.56206277E+000	-8.80108850E+001	1.60741067E+003	-4.92258940E+001	-5.55636926E+001	2.13408721E+006	2.50694103E+001	2.09172044E+001
   1.60742332E+003	1.86504983E+005	-5.10883443E+001	3.17387573E+003	1.97447458E+005	1.35103271E+001	1.52292586E+002	1.15246866E+003	-2.66335688E+005	1.13578716E-003	1.63063920E-003	1.19848282E-003	3.19081602E-003	1.86861282E+000	-1.48092861E+000	-4.25230329E-002	1.84180995E+000	2.56359145E+000	-8.89852005E+001	1.60754380E+003	-4.82673877E+001	-6.17777148E+001	5.01501154E+005	2.50593908E+001	2.09232810E+001
   1.60742469E+003	1.86504823E+005	-4.88104551E+001	3.44565482E+003	-7.14818093E+005	2.12109864E+001	2.95041772E+003	1.15280629E+003	-2.66655313E+005	4.63216095E-003	1.15896980E-003	1.81377317E-003	4.60262082E-004	2.69332211E+000	1.87156248E+000	-2.88747865E+000	1.44195794E+000	2.56512012E+000	-8.73259575E+001	1.60766193E+003	-4.58328928E+001	-6.70438792E+001	6.77428159E+006	2.50491291E+001	2.09292338E+001
   1.60742607E+003	1.86504663E+005	-4.77705956E+001	2.46173258E+003	-2.99440195E+005	1.52763983E+001	7.62061834E+002	1.15413125E+003	-2.66974142E+005	4.06692887E-003	3.25984662E-003	1.85782808E-003	1.67307895E-003	2.69985014E+000	2.36413118E+000	2.67343546E+000	1.44535303E+000	2.56664880E+000	-8.69454289E+001	1.60792671E+003	-4.48872886E+001	-6.01636869E+001	2.67745817E+006	2.50401358E+001	2.09367149E+001
   1.60742745E+003	1.86504503E+005	-5.10747969E+001	2.04956286E+003	7.25226483E+005	1.10775142E+001	1.72908637E+003	1.15586982E+003	-2.67292749E+005	1.37893049E-003	9.18216287E-004	8.60582246E-004	3.48283316E-003	1.86698792E+000	2.38684745E+000	4.34202405E-001	1.22273903E+000	2.56817748E+000	-8.98337287E+001	1.60819267E+003	-4.83907960E+001	-5.94683102E+001	2.46716369E+006	2.50313041E+001	2.09457752E+001
   1.60742882E+003	1.86504344E+005	-5.03321510E+001	3.04781531E+003	2.33070361E+005	6.36758549E+000	1.57764644E+003	1.15660667E+003	-2.67612549E+005	2.22667143E-003	2.44728510E-003	2.30445961E-003	1.50652369E-003	2.08764965E+000	-2.54204249E+000	2.07548662E+000	1.91147388E+000	2.56970616E+000	-8.38179013E+001	1.60784073E+003	-4.82237365E+001	-5.45913220E+001	2.10761788E+006	2.50229243E+001	2.09537525E+001
   1.60743020E+003	1.86504184E+005	-4.93621399E+001	3.36863021E+003	-4.65088552E+005	1.29447403E+001	1.46664625E+003	1.15702159E+003	-2.67932862E+005	1.60969996E-003	2.63912593E-003	2.06185775E-003	3.05888111E-003	1.81718662E+000	-2.05888050E+000	1.07721630E+000	2.48950227E+000	2.57123483E+000	-8.78547870E+001	1.60711356E+003	-4.65668774E+001	-5.95116177E+001	1.68043023E+006	2.50141036E+001	2.09619591E+001
   1.60743158E+003	1.86504024E+005	-5.23937689E+001	2.72844760E+003	4.38147863E+005	2.34374257E+001	1.09042532E+003	1.15807892E+003	-2.68252723E+005	1.77026698E-003	2.25113528E-003	1.07290880E-003	1.47401985E-003	2.08397988E+000	-1.68901937E+000	1.64677046E-002	2.22776511E+000	2.57276351E+000	-8.67265164E+001	1.60792365E+003	-4.94031052E+001	-7.28405309E+001	1.06848674E+006	2.50050537E+001	2.09693194E+001
   1.60743295E+003	1.86503865E+005	-5.55273513E+001	3.33154806E+003	-1.02555593E+006	2.04363678E+001	2.88784758E+003	1.15853105E+003	-2.68573382E+005	1.15338316E-003	1.11896011E-003	1.04698364E-003	1.38666454E-003	-3.04291945E+000	-6.10476814E-001	3.00407791E+000	-6.20223672E-001	2.57429219E+000	-8.87817565E+001	1.60777947E+003	-5.25561527E+001	-7.29925204E+001	2.50612569E+006	2.49965763E+001	2.09746040E+001
   1.60743433E+003	1.86503705E+005	-5.28330434E+001	1.91989149E+003	1.18404828E+006	2.00356189E+001	7.69186451E+002	1.16039974E+003	-2.68892815E+005	2.70616258E-004	4.13014498E-004	1.63785913E-003	2.73682213E-003	-1.38595528E+000	3.01841899E+000	2.46075135E+000	-1.03780557E+000	2.57582086E+000	-9.10120813E+001	1.60701889E+003	-4.98656059E+001	-6.99012248E+001	2.14636917E+006	2.49875582E+001	2.09788590E+001
   1.60743571E+003	1.86503545E+005	-5.15177718E+001	3.54971230E+003	1.05307140E+005	7.57127727E+000	1.47001635E+003	1.16063295E+003	-2.69214074E+005	2.25050200E-003	2.06090034E-003	4.19837577E-004	2.14773395E-003	-2.74610921E+000	-3.48138394E-001	1.61697636E+000	-5.67237948E-001	2.57734954E+000	-8.75664001E+001	1.60766373E+003	-4.92076037E+001	-5.67788809E+001	1.01112396E+006	2.49783336E+001	2.09847374E+001
   1.60743708E+003	1.86503386E+005	-5.18761734E+001	3.69466591E+003	-9.88628189E+005	1.10450120E+001	1.30698229E+003	1.16072071E+003	-2.69535670E+005	2.28118766E-003	2.54535971E-003	5.47927151E-004	1.00061320E-003	2.90578870E+000	-1.19839026E+000	1.72759316E+000	-7.77729446E-002	2.57887822E+000	-8.48017511E+001	1.60803132E+003	-4.91945332E+001	-6.02395451E+001	1.24707265E+006	2.49677742E+001	2.09899152E+001
   1.60743846E+003	1.86503226E+005	-5.65147009E+001	2.33383261E+003	1.41027409E+006	3.08005776E+001	1.72390792E+003	1.16217402E+003	-2.69856092E+005	1.17304254E-003	1.54258083E-003	5.59289103E-004	6.27632820E-004	2.06215869E+000	-1.94330272E+000	2.10915048E+000	-1.86747542E+000	2.58040689E+000	-8.89428458E+001	1.60750946E+003	-5.35080113E+001	-8.43085889E+001	1.56750837E+006	2.49568911E+001	2.09948334E+001
   1.60743984E+003	1.86503066E+005	-5.07783897E+001	4.27505909E+003	-3.57511852E+005	1.47025713E+001	1.28794747E+003	1.16167937E+003	-2.70178654E+005	2.29995224E-003	3.20199362E-003	2.48418988E-004	1.05546331E-003	-2.35469905E+000	-1.28760417E+000	1.99600089E+000	-1.00173343E+000	2.58193557E+000	-9.08564376E+001	1.60750477E+003	-4.79127253E+001	-6.26152967E+001	8.39967565E+005	2.49472542E+001	2.09992726E+001
   1.60744121E+003	1.86502906E+005	-4.88737909E+001	3.78294719E+003	-2.23883537E+006	1.19788204E+001	9.75906500E+002	1.16167854E+003	-2.70500912E+005	3.19861341E-003	2.55477776E-003	1.64651231E-003	2.54006486E-003	-2.09465154E+000	-9.98300692E-001	2.77671183E+000	-1.57820279E+000	2.58346425E+000	-9.11876456E+001	1.60764967E+003	-4.61304746E+001	-5.81092950E+001	1.12090924E+006	2.49383909E+001	2.10036616E+001
   1.60744259E+003	1.86502747E+005	-4.87279871E+001	7.01204840E+002	1.46178891E+006	1.33383854E+001	1.55019063E+003	1.16477014E+003	-2.70820270E+005	4.15716302E-003	2.42876525E-003	1.44008569E-003	1.24547322E-003	-2.68411117E+000	-2.07994959E+000	-3.05580771E+000	-1.12098967E+000	2.58499293E+000	-8.58221867E+001	1.60776347E+003	-4.59145064E+001	-5.92528918E+001	1.87804257E+006	2.49293552E+001	2.10074760E+001
